id_colaborador,nome,id_genero,idade,id_raca,id_formacao,id_estado,tempo_de_casa,id_departamento,id_senioridade,id_regiao,id_faixa_idade,id_faixa_tempo_de_casa
2038,Albano Penedo Gutierrez,1,18,4,2,24,6,2,6,5,1,3
2078,Damião Armando Gomes,1,39,2,2,24,9,8,3,5,3,4
2087,Yuri Joaquim Portugal,1,41,2,3,24,6,8,2,5,4,3
2112,Amélia de Melo,2,19,4,2,24,8,5,2,5,1,4
2122,Helder de Oliveira,1,46,2,2,24,6,8,2,5,4,3
2137,Benjamin Fabiano Ronesier Rodoobe,1,27,2,3,24,6,4,6,5,2,3
2148,Wesley Jonathan da Silva,1,43,2,2,24,8,7,1,5,4,4
2164,Vanda dos Santos Oplilvic,2,28,2,2,24,1,1,2,5,2,2
2203,Dara dos Santos de Freitas,2,21,4,3,24,11,3,3,5,2,5
2232,Karl da Conceição,1,21,4,2,24,5,4,1,5,2,3
2252,Mel Guerra de Godoy,2,41,4,2,24,4,9,2,5,4,3
2254,Túlio Domingos Delisuo de Borges,1,32,4,2,24,2,9,2,5,3,2
2265,Bella Meo,2,36,2,1,24,11,3,3,5,3,5
2294,Quirino Frederico Suyu de Souza,1,25,4,4,24,1,2,2,5,2,2
2335,Kim Edinaldo Seixas,1,21,2,2,24,4,4,2,5,2,3
2353,Marina Souto de Figueira,2,19,2,4,24,10,4,1,5,1,5
2379,Táles Manuel Estrada,1,37,4,2,24,10,4,1,5,3,5
2385,Jeferson de Souza Freire Sanches,1,22,4,2,24,6,9,6,5,2,3
2418,Suzanne Cleuza de Santana,2,29,4,5,24,4,8,5,5,2,3
2428,Max Alberto da Gama Rodrigues,1,40,4,4,24,9,5,3,5,3,4
2445,Nicolas Áureo Purinda da Silva,1,34,2,2,24,9,1,3,5,3,4
2449,Raquel Dara Ienirnov,2,21,4,2,24,6,3,1,5,2,3
2453,Roberval Jorge Milani de Meireles,1,55,4,4,24,2,2,2,5,5,2
2457,Clotilde Raiane de Duarte Imornimi,2,21,5,4,24,10,5,6,5,2,5
2482,Camilo Nerni,1,33,2,4,24,6,2,1,5,3,3
2497,Charlene Rossi,2,49,4,2,24,7,2,3,5,4,4
2548,Bóris Eliel Mourão de Oliveira Teles Júnior,1,18,2,2,24,2,5,1,5,1,2
2565,Sérgio de Pascoal,1,35,2,4,24,3,1,2,5,3,2
2569,Elano de Vasconcelos,1,25,4,2,24,7,5,1,5,2,4
2578,Heron Edson de Queiroz,1,29,4,2,24,8,8,6,5,2,4
2605,Antônio Sandro Rogukiru,1,34,2,2,24,0,1,2,5,3,1
2618,Fátima Vanda Ilimson da Nóbrega de Pereira,2,18,4,2,24,2,3,1,5,1,2
2674,Vera Wohoho,2,30,2,2,24,7,4,1,5,2,4
2685,Oséas Ofonaba Júnior,1,33,4,5,24,8,2,3,5,3,4
2690,Rodrigo Dionísio de Fonseca,1,25,4,2,24,11,4,1,5,2,5
2711,Eustáquio Luciano Tishoman Ceiz,1,29,2,2,24,1,8,3,5,2,2
2738,Toninho de Soares,1,22,2,2,24,1,4,5,5,2,2
2749,Valter Ciro Ezskorn Júnior,1,22,2,2,24,9,1,2,5,2,4
2751,Luís do Amaral,1,33,5,3,24,3,2,5,5,3,2
2763,Tainá de Souza Gito,2,24,2,4,24,10,9,2,5,2,5
2779,Sara Desuroyo,2,50,4,2,24,9,9,5,5,4,4
2804,Wally dos Santos Ciprao,1,21,2,2,24,3,8,6,5,2,2
2878,Abílio Victor dos Santos,1,32,4,2,24,0,2,6,5,3,1
2884,Keyla Margarida da Luz de Chaves,2,35,2,3,24,9,3,1,5,3,4
2912,Ivone Walderice Bahia,2,22,4,3,24,3,8,5,5,2,2
2913,Cleuza Valeska de Parreira Nipiladelov,2,25,4,5,24,0,5,2,5,2,1
2931,Isaiane Sheola,2,21,2,2,24,4,6,2,5,2,3
2936,Leonardo dos Santos,1,36,4,1,24,5,9,5,5,3,3
2937,Leopoldo Uribe de Bueno,1,40,2,3,24,10,3,2,5,3,5
2941,Camilo Aldo de Ortiz,1,35,4,2,24,0,4,5,5,3,1
2942,Maurício Isison,1,28,2,4,24,4,4,1,5,2,3
2944,Davi Jack Frias Fuzadaki,1,26,4,2,24,4,7,1,5,2,3
2965,Martinho da Serra Freire,1,32,4,2,24,3,6,2,5,3,2
2987,José Álvaro da Silva,1,22,2,2,24,4,2,2,5,2,3
3010,Jonathas Leopoldo de Lemes Hiso,1,21,4,2,24,7,1,2,5,2,4
3033,Gilmar Otaviano de Torquato,1,21,2,2,24,3,9,2,5,2,2
3045,Aldo da Gama de Viana,1,37,2,5,24,12,1,3,5,3,5
3090,Roberval Márcio Sutsuyoshi,1,20,4,5,24,6,3,1,5,1,3
3110,César Manoel Vuburnan de Pimentel,1,43,5,5,24,5,9,2,5,4,3
3120,Hilton dos Santos,1,28,2,5,24,6,4,6,5,2,3
3125,Túlio Zuteko,1,26,2,2,24,3,1,1,5,2,2
3137,Jeferson Hildebrando Sebi,1,37,4,3,24,3,5,1,5,3,2
3139,Jaziel Pinhão de Souza,1,21,4,3,24,11,7,2,5,2,5
3168,Toninho Frederico Mivi de Paula Júnior,1,44,4,2,24,7,4,5,5,4,4
3186,Mário Klein,1,27,4,3,24,6,4,3,5,2,3
3209,Alex Jason Iygi,1,34,4,2,24,7,3,6,5,3,4
3210,Ângela Marcela Sapotenu,2,28,4,2,24,8,2,1,5,2,4
3236,Cauê Aurélio de Mendonça Sotobe,1,48,4,3,24,5,6,3,5,4,3
3253,Teresa Luara de Bueno Uoan Valente,2,47,4,2,24,4,3,3,5,4,3
3264,Micael de Tozetto,1,44,2,2,24,6,5,1,5,4,3
3304,Olavo de Pereira,1,28,2,2,24,7,2,3,5,2,4
3317,Avelino Moacyr de Simões da Silva Assunen,1,35,4,2,24,5,2,1,5,3,3
3320,Charlene de Alvim Zuhigara,2,27,4,1,24,8,7,1,5,2,4
3359,Albano Mineiro Arndimtuki Aboler,1,54,2,2,24,6,6,5,5,5,3
3373,Sandro José Oneã,1,20,2,2,24,6,4,5,5,1,3
3401,Luzimara Barroso de Espanha,2,36,4,2,24,13,4,1,5,3,5
3404,Leonara Kiara Talal de Braga,2,36,2,2,24,4,3,1,5,3,3
3424,Patrícia Terezinha Ernre de Cardoso,2,39,2,5,24,4,1,6,5,3,3
3449,Batista de Osório Pafui Irntipi,1,33,2,2,24,6,6,2,5,3,3
3453,Marcos Cleberson da Silva,1,33,2,2,24,5,2,2,5,3,3
3459,Xerxes Breno Ynis,1,28,5,2,24,10,3,6,5,2,5
3489,Nicolau Edivaldo Igreja,1,40,2,2,24,11,8,2,5,3,5
3492,Marlon Mercado de Morais,1,37,2,3,24,5,5,1,5,3,3
3498,Áureo de Soares,1,38,2,3,24,8,2,2,5,3,4
3523,Jair dos Santos de Farias Moreno,1,24,4,2,24,2,5,6,5,2,2
3542,Severino Preto de Salgado da Paraíba,1,18,2,5,24,2,4,6,5,1,2
3618,Ciro Amarildo Umeov Frias,1,32,2,2,24,9,1,2,5,3,4
3663,Junior de Mello,1,36,2,2,24,6,8,3,5,3,3
3676,Juliano Tuem Ninoam Girnsadeny,1,21,2,2,24,4,2,5,5,2,3
3678,Laís de Pimentel Sueli Doppi,2,32,5,2,24,4,1,6,5,3,3
3684,Anderson Ayouz,1,26,2,2,24,6,4,2,5,2,3
3702,João Paulo da Silva Anqua,1,34,2,3,24,7,3,6,5,3,4
3706,Damares Úrsula de Oliveira da Paraíba,2,41,4,1,24,3,3,1,5,4,2
3727,Ariel Celeste de Souza,2,35,2,2,24,3,1,5,5,3,2
3739,Eleriane Luara de Barbosa Couto,2,34,4,3,24,4,4,1,5,3,3
3765,Reinaldo de Mendonça,1,24,4,2,24,8,6,5,5,2,4
3827,Jason Raul Bina do Maranhão,1,31,2,5,24,3,5,3,5,3,2
3881,Ariana Mosa Maji,2,32,2,3,24,3,2,1,5,3,2
3933,Cássia de Toledo,2,38,4,2,24,6,8,1,5,3,3
3966,Chico de Ayres,1,25,4,2,24,8,3,1,5,2,4
3971,Samuel Grumfole Dutra,1,20,5,2,24,0,2,5,5,1,1
3974,Félix de Ortega Werner,1,19,2,2,24,4,9,2,5,1,3
3975,Isac Vitor de Padilha Lernimov Júnior,1,21,2,2,24,9,2,6,5,2,4
3995,Maurício Eupo de Souza,1,33,4,2,24,7,5,6,5,3,4
4000,Dionísio de Ramos Fontes,1,24,4,2,24,5,9,3,5,2,3
4002,Ciro de Andrade Júnior,1,33,2,2,24,8,8,2,5,3,4
4010,Armando de Viana,1,40,4,3,24,7,5,1,5,3,4
4013,Beto Cléber Moreno de Meireles Câmara,1,27,4,2,24,7,6,5,5,2,4
4016,Ezequiel Werner de Morais,1,22,4,2,24,4,4,1,5,2,3
4022,Geraldo de Parreira Gomes,1,20,4,2,24,3,8,5,5,1,2
4025,Hugo Marques Nibra Weber,1,30,4,3,24,2,6,3,5,2,2
4042,Paulínia Melissa Seixas de Souza,2,18,4,4,24,3,4,5,5,1,2
4061,Túlio de Souza da Silva Jangada Neto,1,20,4,3,24,13,4,5,5,1,5
4083,Eduardo Elano de Barbosa,1,34,4,3,24,3,3,1,5,3,2
4115,Breno Shezo Júnior,1,20,5,3,24,4,5,2,5,1,3
4127,Flávia Valverde de Freitas,2,30,4,3,24,7,2,3,5,2,4
4146,Ângelo do Maranhão de Salgado Crigucaov,1,27,4,3,24,3,2,1,5,2,2
4187,Lilian Iupeson de Souza,2,36,2,3,24,5,7,3,5,3,3
4224,Mariano Arthur de Lemes Mizu,1,22,2,2,24,2,7,3,5,2,2
4242,Everton de Noronha Dekaho,1,29,4,2,24,8,9,2,5,2,4
4243,Avelino de Freitas Gomes,1,24,4,4,24,1,6,2,5,2,2
4244,Alberto Manoel da Cunha de França Gaya,1,25,4,2,24,5,4,1,5,2,3
4247,Simão Doalan Cournson,1,23,2,4,24,6,6,1,5,2,3
4256,Wally de Assis,1,19,1,2,24,11,2,6,5,1,5
4263,Jean Heitor de Melo,1,19,4,4,24,0,9,6,5,1,1
4267,Everton Juliano Shanazman Gomes,1,22,4,5,24,4,3,2,5,2,3
4277,Cícero Pea Vaz,1,44,4,2,24,7,5,6,5,4,4
4299,Washington Benjamin Duque,1,29,4,2,24,7,8,1,5,2,4
4342,Diogo Henrique de Vargas,1,19,2,1,24,8,8,6,5,1,4
4347,Tomáz Reinaldo de Barbosa Zofoameman da Silva,1,30,2,5,24,6,4,1,5,2,3
4364,Otto Simão Nepião,1,31,4,5,24,7,7,1,5,3,4
4371,Félix Miguel Bevozbeman de Miranda,1,25,2,2,24,4,4,6,5,2,3
4441,Charlene Amália Igreja,2,29,2,2,24,0,4,2,5,2,1
4475,Otávio de Pereira Caroman Pruflao,1,38,2,2,24,8,1,6,5,3,4
4479,Igor Jonas Guerra,1,21,4,2,24,8,1,2,5,2,4
4483,Joyce Lybo,2,33,5,3,24,2,7,2,5,3,2
4494,Aloísio da Silva Neto,1,30,4,2,24,7,2,6,5,2,4
4520,Nicolau de Palhares,1,37,4,2,24,7,3,2,5,3,4
4526,Sérgio de Junqueira Júnior,1,33,2,2,24,7,7,2,5,3,4
4544,Cauê Cleberson Torres,1,34,1,2,24,5,8,1,5,3,3
4576,Gilson de Macedo,1,44,2,2,24,5,5,2,5,4,3
4584,Leopoldo de Barbosa,1,41,2,2,24,5,7,2,5,4,3
4602,Vera Maria da Mata de Drummond,2,29,2,5,24,8,8,1,5,2,4
4648,Lara Beatriz dos Santos,2,48,2,2,24,9,2,1,5,4,4
4652,Manuel Sewo,1,29,4,2,24,2,2,6,5,2,2
4655,Jackson Luan de Farias,1,34,5,2,24,4,6,2,5,3,3
4687,Silvair dos Santos Rouer,1,34,5,2,24,5,9,1,5,3,3
4715,Iago Dante Fioykason Zatrymoer Neto,1,23,2,4,24,2,7,2,5,2,2
4717,Dante Frederico de Barros,1,33,2,3,24,4,8,3,5,3,3
4760,Simão Otávio da Silva Arnloasson,1,27,2,2,24,4,6,1,5,2,3
4802,Guiomar Lina de Figueiredo,2,31,2,2,24,4,3,1,5,3,3
4805,Washington de Drummond,1,21,4,4,24,0,2,3,5,2,1
4810,Rita Anna de Barbosa,2,21,2,2,24,4,4,2,5,2,3
4848,Ederson Ademar Herrera Sanches,1,23,4,4,24,7,6,5,5,2,4
4849,Adílson Ximenes,1,33,2,3,24,5,9,6,5,3,3
4859,Ana de Pereira,2,39,2,3,24,5,7,2,5,3,3
4891,Batista Estrada,1,20,2,2,24,5,2,1,5,1,3
4944,Toninho Orneysan,1,43,4,3,24,3,4,1,5,4,2
4953,José Daofi dos Santos Neto,1,20,2,5,24,6,9,6,5,1,3
4986,Alisson Robert Shoacarri de Martins,1,22,2,2,24,7,9,1,5,2,4
4993,Amanda Samara Bahia,2,34,4,2,24,5,6,2,5,3,3
4994,Suely de Monteiro Valente,2,40,4,2,24,8,1,2,5,3,4
5012,Yuri Lomtepuaz,1,38,4,2,24,5,2,6,5,3,3
5014,Talita Zuleide de Siqueira Bunosete Pires,2,52,4,2,24,5,6,2,5,5,3
5035,Melissa Melanie de Pereira Rosatto Fogoler,2,39,4,4,24,5,3,2,5,3,3
5081,Davi Beto de Maia Martinez,1,25,4,2,24,7,2,1,5,2,4
5083,Cléber Giuseppe de Ortiz da Silva,1,35,5,2,24,4,2,2,5,3,3
5096,Barnabé Wagner Irnaigravic da Silva Simwino,1,48,4,2,24,4,3,2,5,4,3
5127,Caio Dionísio de Oliveira,1,31,2,2,24,7,7,5,5,3,4
5139,Diogo Robson de Gusmões Renonawiz,1,29,4,3,24,4,9,1,5,2,3
5144,Lígia Léia Naroke Uzçalpoizov,2,40,4,4,24,11,9,2,5,3,5
5152,Jonas Asaemer de Oliveira,1,24,4,4,24,4,2,2,5,2,3
5165,Artur Caio Ximenes Onnemiulov de Oliveira,1,44,4,2,24,12,7,2,5,4,5
5177,Leonardo Tugi Amezin,1,31,2,2,24,7,1,6,5,3,4
5190,Elano Gabriel Engry,1,38,2,3,24,4,9,5,5,3,3
5194,Teresa Nicole de Carvalho,2,36,2,5,24,4,3,2,5,3,3
5223,Benjamin de Melo,1,40,2,4,24,7,2,2,5,3,4
5244,Ismael Max de Barbosa,1,40,4,2,24,5,3,1,5,3,3
5249,Nádia Nimu,2,39,4,4,24,7,8,1,5,3,4
5260,Barnabé de Souza Onvinvic,1,19,2,3,24,5,9,3,5,1,3
5270,Arlete Ofimomo de Silveira Muki,2,31,2,2,24,6,5,1,5,3,3
5286,Dário Bartolomeu Cekol,1,30,2,6,24,12,3,5,5,2,5
5310,Cícero Mike da Paixão,1,32,4,3,24,4,2,6,5,3,3
5344,Quico João de Mendonça,1,44,2,2,24,6,6,6,5,4,3
5353,Ademar Oeylla,1,21,4,3,24,4,1,2,5,2,3
5354,Nivaldo Ximenes,1,18,4,2,24,6,7,3,5,1,3
5358,Benjamin Yuri Eglo de Souza,1,45,2,2,24,5,6,2,5,4,3
5369,Edinaldo de Ayres Sahe Ovaman Júnior,1,38,4,2,24,3,7,2,5,3,2
5377,Gilmar Isaías Fisim,1,22,2,1,24,7,2,5,5,2,4
5389,Jackson Yuri de Lisboa da Cunha,1,24,4,3,24,9,2,3,5,2,4
5395,Edson Jackson da Silva,1,36,4,5,24,8,2,2,5,3,4
5396,Amarildo de Duarte,1,24,5,2,24,5,8,1,5,2,3
5444,Alessandre Tloe Neto,1,34,4,2,24,9,5,3,5,3,4
5464,Natália Jussara Teles,2,43,2,2,24,3,8,6,5,4,2
5472,Mário Rodrigo de Assis,1,21,2,2,24,4,4,2,5,2,3
5502,Nicolau Dlorniaz,1,38,2,2,24,2,4,4,5,3,2
5518,Rosa Asayla da Silva,2,34,4,2,24,8,1,1,5,3,4
5524,Ronaldo Paim Júnior,1,26,2,4,24,8,4,5,5,2,4
5554,Eduardo da Silva,1,30,2,2,24,6,4,5,5,2,3
5556,José Woze,1,35,4,1,24,4,3,5,5,3,3
5591,Benedito da Silva Onboer,1,32,4,2,24,7,3,1,5,3,4
5594,Altair Victor de Teixeira Maciel,1,43,4,2,24,6,1,2,5,4,3
5616,Lisa Meire Aemaky Pukeze Todehiso,2,18,2,4,24,3,8,2,5,1,2
5624,Tábata Dara Oluzer,2,20,4,2,24,10,4,3,5,1,5
5625,Edson Ederson Ancreman Inrason Zuta,1,40,4,4,24,0,8,1,5,3,1
5648,Lino Voçaiov dos Santos,1,21,2,3,24,10,9,1,5,2,5
5650,Camilo de Souza Leoan,1,53,5,2,24,1,7,1,5,5,2
5664,Pablo Laerte Tepron Eslyslazfo Júnior,1,21,2,3,24,8,7,1,5,2,4
5679,Rafael Robert Ydei Eaier,1,33,4,2,24,8,6,1,5,3,4
5684,Renato de Cardozo Andazereão Valverde,1,30,4,4,24,11,4,1,5,2,5
5685,César Hércules de Linhares Estrada,1,29,2,3,24,7,7,2,5,2,4
5703,Isac Couto,1,27,2,2,24,2,1,6,5,2,2
5725,Karin de Uchôa Uasman,2,32,2,2,24,7,4,6,5,3,4
5758,Jeniffer Terezinha da Silva de Barboza Fusewo,2,18,2,2,24,10,6,3,5,1,5
5889,Nicole Shirley Uafruman da Graça,2,38,2,2,24,5,9,3,5,3,3
5893,Mariano de Souza Zugujii,1,18,5,5,24,3,4,1,5,1,2
5899,Moacyr Jânio Nuoz de Carvalho Neto,1,32,2,2,24,1,4,5,5,3,2
5919,Dina Yeda Uaro de Lisboa,2,36,4,4,24,11,2,5,5,3,5
5925,Moacyr Criu d'Ávila de Tozetto,1,31,4,3,24,4,3,2,5,3,3
5929,Cauê de Gusmões Weiss San,1,24,4,2,24,7,3,1,5,2,4
5930,Leila Marina das Neves Uegelson,2,34,2,4,24,4,3,1,5,3,3
5948,Aldo Gomes,1,34,2,2,24,4,4,3,5,3,3
5978,Junior Fragoso Ovoezfro,1,21,2,3,24,11,2,1,5,2,5
5982,Luke Altair da Silva Júnior,1,39,4,5,24,4,9,6,5,3,3
5988,Leila Martinez do Nascimento,2,41,4,2,24,0,1,2,5,4,1
5991,Martin do Vale,1,21,2,2,24,8,2,1,5,2,4
5999,Rodrigo Kevin de Aguiar Sasce,1,28,4,2,24,3,9,2,5,2,2
6007,Elisete de Junqueira,2,30,4,2,24,6,8,6,5,2,3
6012,Zuleide dos Santos Tela,2,18,4,4,24,3,1,5,5,1,2
